"common_name","cpue_kg_per_ha_der","date_dim$full_date","date_dim$year","depth_m","field_identified_taxonomy_dim$scientific_name","latitude_dd","leg","longitude_dd","partition","pass","performance","project","sampling_end_hhmmss","sampling_start_hhmmss","scientific_name","station_code","statistical_partition_dim$statistical_partition_type","subsample_count","subsample_wt_kg","target_station_design_dim$stn_invalid_for_trawl_date_whid","total_catch_numbers","total_catch_wt_kg","trawl_id","vessel"
"Pacific halibut","2.443404782356","2004-06-25 00:00:00","2004","239.6000","Hippoglossus stenolepis","41.57388889","2","-124.49444444","NA","","Satisfactory","Groundfish Triennial Shelf Survey","134054","131124","Hippoglossus stenolepis","49-026","NA","2","10.0000","0","2","10.0000","200406014116","Morning Star"
"darkblotched rockfish","2.524522283392","2004-06-26 00:00:00","2004","214.3000","Sebastes crameri","41.94361111","2","-124.56888889","NA","","Satisfactory","Groundfish Triennial Shelf Survey","161933","155515","Sebastes crameri","47-056","NA","14","8.2000","0","14","8.2000","200406014126","Morning Star"
"darkblotched rockfish","0.208197397996","2004-06-26 00:00:00","2004","416.3000","Sebastes crameri","41.92083333","2","-124.58527778","NA","","Satisfactory","Groundfish Triennial Shelf Survey","191603","184439","Sebastes crameri","47-027","NA","1","0.8000","0","1","0.8000","200406014127","Morning Star"
"darkblotched rockfish","0.219173820732","2004-06-27 00:00:00","2004","151.1000","Sebastes crameri","42.55944444","2","-124.69083333","NA","","Satisfactory","Groundfish Triennial Shelf Survey","064628","061616","Sebastes crameri","43-068","NA","4","0.9000","0","4","0.9000","200406014128","Morning Star"
"darkblotched rockfish","0.231526389196","2004-06-27 00:00:00","2004","431.4000","Sebastes crameri","42.23027778","2","-124.66333333","NA","","Satisfactory","Groundfish Triennial Shelf Survey","121239","114127","Sebastes crameri","45-024","NA","1","0.9000","0","1","0.9000","200406014130","Morning Star"
"darkblotched rockfish","0.257373544316","2004-06-27 00:00:00","2004","332.7000","Sebastes crameri","42.23305556","2","-124.62972222","NA","","Satisfactory","Groundfish Triennial Shelf Survey","153254","150136","Sebastes crameri","45-043","NA","1","1.1000","0","1","1.1000","200406014131","Morning Star"
"darkblotched rockfish","0.871795827678","2004-06-28 00:00:00","2004","152.0000","Sebastes crameri","42.89722222","2","-124.74250000","NA","","Satisfactory","Groundfish Triennial Shelf Survey","064738","061744","Sebastes crameri","41-121","NA","21","3.6600","0","21","3.6600","200406014133","Morning Star"
"darkblotched rockfish","3.808733072548","2004-06-28 00:00:00","2004","235.2000","Sebastes crameri","42.89972222","2","-124.84666667","NA","","Satisfactory","Groundfish Triennial Shelf Survey","154801","151855","Sebastes crameri","41-038","NA","25","15.3500","0","25","15.3500","200406014136","Morning Star"
"Pacific halibut","12.468328136518","2004-06-28 00:00:00","2004","235.2000","Hippoglossus stenolepis","42.89972222","2","-124.84666667","NA","","Satisfactory","Groundfish Triennial Shelf Survey","154801","151855","Hippoglossus stenolepis","41-038","NA","4","50.2500","0","4","50.2500","200406014136","Morning Star"
"darkblotched rockfish","0.222731590469","2004-06-29 00:00:00","2004","129.0000","Sebastes crameri","42.57416667","2","-124.65833333","NA","","Satisfactory","Groundfish Triennial Shelf Survey","080338","073138","Sebastes crameri","43-085","NA","7","0.9000","0","7","0.9000","200406014137","Morning Star"
"darkblotched rockfish","3.370203866134","2004-06-29 00:00:00","2004","210.0000","Sebastes crameri","42.55861111","2","-124.71166667","NA","","Satisfactory","Groundfish Triennial Shelf Survey","110148","103142","Sebastes crameri","43-055","NA","27","13.8500","0","27","13.8500","200406014138","Morning Star"
"Pacific halibut","4.369007308008","2004-06-29 00:00:00","2004","220.7000","Hippoglossus stenolepis","42.91000000","2","-124.83500000","NA","","Satisfactory","Groundfish Triennial Shelf Survey","191547","184511","Hippoglossus stenolepis","41-048","NA","","","0","","18.1000","200406014140","Morning Star"
"darkblotched rockfish","23.643329603278","2004-06-29 00:00:00","2004","220.7000","Sebastes crameri","42.91000000","2","-124.83500000","NA","","Satisfactory","Groundfish Triennial Shelf Survey","191547","184511","Sebastes crameri","41-048","NA","125","73.1000","0","167","97.9500","200406014140","Morning Star"
"darkblotched rockfish","0.228479794815","2004-06-30 00:00:00","2004","342.9000","Sebastes crameri","43.24138889","2","-124.75694444","NA","","Satisfactory","Groundfish Triennial Shelf Survey","111842","104724","Sebastes crameri","39-088","NA","1","0.8500","0","1","0.8500","200406014143","Morning Star"
"darkblotched rockfish","0.390243935238","2004-06-30 00:00:00","2004","309.3000","Sebastes crameri","43.24305556","2","-124.74750000","NA","","Satisfactory","Groundfish Triennial Shelf Survey","132228","125134","Sebastes crameri","39-094","NA","2","1.3000","0","2","1.3000","200406014144","Morning Star"
"yelloweye rockfish","0.023918424136","2004-07-01 00:00:00","2004","95.2000","Sebastes ruberrimus","43.38805556","2","-124.45305556","NA","","Satisfactory","Groundfish Triennial Shelf Survey","063616","060410","Sebastes ruberrimus","38-183","NA","1","0.1000","0","1","0.1000","200406014145","Morning Star"
"darkblotched rockfish","0.020239423737","2004-07-01 00:00:00","2004","105.0000","Sebastes crameri","43.41361111","2","-124.46750000","NA","","Satisfactory","Groundfish Triennial Shelf Survey","090815","083703","Sebastes crameri","38-163","NA","2","0.0800","0","2","0.0800","200406014146","Morning Star"
"darkblotched rockfish","3.126312560063","2004-07-01 00:00:00","2004","199.1000","Sebastes crameri","43.41638889","2","-124.63666667","NA","","Satisfactory","Groundfish Triennial Shelf Survey","130402","123356","Sebastes crameri","38-063","NA","26","10.4500","0","26","10.4500","200406014148","Morning Star"
"Pacific halibut","5.515076216540","2004-07-01 00:00:00","2004","200.5000","Hippoglossus stenolepis","43.56277778","2","-124.57138889","NA","","Satisfactory","Groundfish Triennial Shelf Survey","200231","193331","Hippoglossus stenolepis","37-088","NA","3","20.6500","0","3","20.6500","200406014151","Morning Star"
"darkblotched rockfish","15.583762577970","2004-07-01 00:00:00","2004","200.5000","Sebastes crameri","43.56277778","2","-124.57138889","NA","","Satisfactory","Groundfish Triennial Shelf Survey","200231","193331","Sebastes crameri","37-088","NA","156","58.3500","0","156","58.3500","200406014151","Morning Star"
"darkblotched rockfish","0.115146207235","2004-07-02 00:00:00","2004","141.3000","Sebastes crameri","43.56916667","2","-124.49194444","NA","","Satisfactory","Groundfish Triennial Shelf Survey","064009","060803","Sebastes crameri","37-136","NA","5","0.5000","0","5","0.5000","200406014152","Morning Star"
"darkblotched rockfish","0.090606540761","2004-07-02 00:00:00","2004","127.2000","Sebastes crameri","43.56583333","2","-124.44777778","NA","","Satisfactory","Groundfish Triennial Shelf Survey","091038","083756","Sebastes crameri","37-161","NA","7","0.4000","0","7","0.4000","200406014153","Morning Star"
"Pacific halibut","1.620654315890","2004-07-02 00:00:00","2004","113.8000","Hippoglossus stenolepis","43.56416667","2","-124.38833333","NA","","Satisfactory","Groundfish Triennial Shelf Survey","110812","103706","Hippoglossus stenolepis","37-198","NA","1","6.9000","0","1","6.9000","200406014154","Morning Star"
"darkblotched rockfish","0.016441420596","2004-07-02 00:00:00","2004","113.8000","Sebastes crameri","43.56416667","2","-124.38833333","NA","","Satisfactory","Groundfish Triennial Shelf Survey","110812","103706","Sebastes crameri","37-198","NA","2","0.0700","0","2","0.0700","200406014154","Morning Star"
"yelloweye rockfish","1.014141586693","2004-07-02 00:00:00","2004","118.7000","Sebastes ruberrimus","43.74055556","2","-124.41888889","NA","","Satisfactory","Groundfish Triennial Shelf Survey","160355","153201","Sebastes ruberrimus","36-193","NA","1","4.2000","0","1","4.2000","200406014156","Morning Star"
"darkblotched rockfish","0.071732568618","2004-07-03 00:00:00","2004","177.5000","Sebastes crameri","43.90111111","2","-124.56694444","NA","","Satisfactory","Groundfish Triennial Shelf Survey","064755","061731","Sebastes crameri","35-207","NA","1","0.3000","0","1","0.3000","200406014157","Morning Star"
"darkblotched rockfish","0.563484764743","2004-07-03 00:00:00","2004","181.9000","Sebastes crameri","43.93027778","2","-124.58527778","NA","","Satisfactory","Groundfish Triennial Shelf Survey","085411","082317","Sebastes crameri","35-198","NA","5","2.2000","0","5","2.2000","200406014158","Morning Star"
"Pacific halibut","20.252818763562","2004-07-26 00:00:00","2004","142.7000","Hippoglossus stenolepis","48.22833333","3","-125.49916667","NA","","Satisfactory","Groundfish Triennial Shelf Survey","131351","124245","Hippoglossus stenolepis","09-131","NA","","","0","","81.8880","200406014260","Morning Star"
"darkblotched rockfish","0.270479446893","2004-07-03 00:00:00","2004","210.4000","Sebastes crameri","43.90944444","2","-124.84055556","NA","","Satisfactory","Groundfish Triennial Shelf Survey","115247","112153","Sebastes crameri","35-066","NA","3","1.0500","0","3","1.0500","200406014159","Morning Star"
"darkblotched rockfish","0.238026773360","2004-07-03 00:00:00","2004","347.7000","Sebastes crameri","43.90027778","2","-124.89055556","NA","","Satisfactory","Groundfish Triennial Shelf Survey","143131","135949","Sebastes crameri","35-021","NA","2","1.1000","0","2","1.1000","200406014160","Morning Star"
"darkblotched rockfish","0.148561279181","2004-07-03 00:00:00","2004","311.1000","Sebastes crameri","43.89944444","2","-124.88194444","NA","","Satisfactory","Groundfish Triennial Shelf Survey","171700","164436","Sebastes crameri","35-028","NA","1","0.5000","0","1","0.5000","200406014161","Morning Star"
"darkblotched rockfish","0.401393954356","2004-07-03 00:00:00","2004","401.1000","Sebastes crameri","43.89833333","2","-124.90000000","NA","","Satisfactory","Groundfish Triennial Shelf Survey","201626","194526","Sebastes crameri","35-011","NA","2","1.5500","0","2","1.5500","200406014163","Morning Star"
"darkblotched rockfish","0.120163210516","2004-07-04 00:00:00","2004","125.1000","Sebastes crameri","44.06694444","2","-124.50277778","NA","","Satisfactory","Groundfish Triennial Shelf Survey","111019","103943","Sebastes crameri","34-283","NA","6","0.5000","0","6","0.5000","200406014166","Morning Star"
"Pacific halibut","2.484645015362","2004-07-06 00:00:00","2004","237.4000","Hippoglossus stenolepis","44.25277778","2","-124.92555556","NA","","Satisfactory","Groundfish Triennial Shelf Survey","070441","064311","Hippoglossus stenolepis","33-013","NA","1","6.8500","0","1","6.8500","200406014175","Morning Star"
"darkblotched rockfish","0.406904394762","2004-07-06 00:00:00","2004","397.2000","Sebastes crameri","44.22277778","2","-124.97055556","NA","","Satisfactory","Groundfish Triennial Shelf Survey","093159","090247","Sebastes crameri","33-004","NA","2","1.3500","0","2","1.3500","200406014176","Morning Star"
"darkblotched rockfish","0.382822666928","2004-07-06 00:00:00","2004","374.9000","Sebastes crameri","44.55361111","2","-124.79583333","NA","","Satisfactory","Groundfish Triennial Shelf Survey","162903","155745","Sebastes crameri","31-023","NA","2","1.4500","0","2","1.4500","200406014178","Morning Star"
"darkblotched rockfish","2.531054632997","2004-07-06 00:00:00","2004","314.5000","Sebastes crameri","44.56111111","2","-124.69361111","NA","","Satisfactory","Groundfish Triennial Shelf Survey","191700","184854","Sebastes crameri","31-090","NA","12","8.7500","0","12","8.7500","200406014179","Morning Star"
"Pacific halibut","1.001958544057","2004-07-07 00:00:00","2004","77.5000","Hippoglossus stenolepis","44.57694444","2","-124.28305556","NA","","Satisfactory","Groundfish Triennial Shelf Survey","064549","061225","Hippoglossus stenolepis","31-342","NA","1","4.2000","0","1","4.2000","200406014180","Morning Star"
"Pacific halibut","4.362823369861","2004-07-07 00:00:00","2004","70.1000","Hippoglossus stenolepis","44.56916667","2","-124.23250000","NA","","Satisfactory","Groundfish Triennial Shelf Survey","084957","081839","Hippoglossus stenolepis","31-372","NA","1","19.4000","0","1","19.4000","200406014181","Morning Star"
"darkblotched rockfish","0.023899759252","2004-07-07 00:00:00","2004","128.4000","Sebastes crameri","44.54666667","2","-124.53472222","NA","","Satisfactory","Groundfish Triennial Shelf Survey","152250","145021","Sebastes crameri","31-197","NA","2","0.1000","0","2","0.1000","200406014183","Morning Star"
"Pacific halibut","3.740312322995","2004-07-07 00:00:00","2004","128.4000","Hippoglossus stenolepis","44.54666667","2","-124.53472222","NA","","Satisfactory","Groundfish Triennial Shelf Survey","152250","145021","Hippoglossus stenolepis","31-197","NA","","","0","","15.6500","200406014183","Morning Star"
"darkblotched rockfish","0.636874178894","2004-07-08 00:00:00","2004","307.5000","Sebastes crameri","44.55944444","2","-124.67638889","NA","","Satisfactory","Groundfish Triennial Shelf Survey","081054","074042","Sebastes crameri","31-110","NA","4","2.4000","0","4","2.4000","200406014185","Morning Star"
"darkblotched rockfish","1.111783941089","2004-07-08 00:00:00","2004","297.0000","Sebastes crameri","44.56638889","2","-124.66138889","NA","","Satisfactory","Groundfish Triennial Shelf Survey","105455","102455","Sebastes crameri","31-092","NA","7","4.4000","0","7","4.4000","200406014186","Morning Star"
"darkblotched rockfish","0.301658456840","2004-07-12 00:00:00","2004","137.7000","Sebastes crameri","44.89722222","3","-124.27833333","NA","","Satisfactory","Groundfish Triennial Shelf Survey","101309","094157","Sebastes crameri","29-382","NA","18","1.2000","0","18","1.2000","200406014187","Morning Star"
"Pacific halibut","1.349294137569","2004-07-12 00:00:00","2004","160.4000","Hippoglossus stenolepis","44.89638889","3","-124.37694444","NA","","Satisfactory","Groundfish Triennial Shelf Survey","151604","144452","Hippoglossus stenolepis","29-324","NA","1","5.4500","0","1","5.4500","200406014189","Morning Star"
"darkblotched rockfish","13.109197171424","2004-07-12 00:00:00","2004","160.4000","Sebastes crameri","44.89638889","3","-124.37694444","NA","","Satisfactory","Groundfish Triennial Shelf Survey","151604","144452","Sebastes crameri","29-324","NA","143","52.9500","0","143","52.9500","200406014189","Morning Star"
"darkblotched rockfish","0.830531089619","2004-07-12 00:00:00","2004","162.2000","Sebastes crameri","44.91500000","3","-124.36166667","NA","","Satisfactory","Groundfish Triennial Shelf Survey","180509","173251","Sebastes crameri","29-322","NA","11","3.5000","0","11","3.5000","200406014190","Morning Star"
"Pacific halibut","10.536784726163","2004-07-12 00:00:00","2004","253.2000","Hippoglossus stenolepis","44.90750000","3","-124.47555556","NA","","Satisfactory","Groundfish Triennial Shelf Survey","202624","195600","Hippoglossus stenolepis","29-256","NA","2","39.6500","0","2","39.6500","200406014191","Morning Star"
"darkblotched rockfish","13.938319265756","2004-07-12 00:00:00","2004","253.2000","Sebastes crameri","44.90750000","3","-124.47555556","NA","","Satisfactory","Groundfish Triennial Shelf Survey","202624","195600","Sebastes crameri","29-256","NA","112","52.4500","0","112","52.4500","200406014191","Morning Star"
"darkblotched rockfish","0.190047717347","2004-07-13 00:00:00","2004","426.1000","Sebastes crameri","44.91777778","3","-124.75722222","NA","","Satisfactory","Groundfish Triennial Shelf Survey","095034","091922","Sebastes crameri","29-096","NA","1","0.7500","0","1","0.7500","200406014193","Morning Star"
"darkblotched rockfish","0.670448912754","2004-07-13 00:00:00","2004","348.5000","Sebastes crameri","44.88055556","3","-124.83111111","NA","","Satisfactory","Groundfish Triennial Shelf Survey","133632","130450","Sebastes crameri","29-030","NA","3","2.6500","0","3","2.6500","200406014194","Morning Star"
